"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","BF01_01","BF01_02","BF01_03","BF01_04","BF01_05","BF01_06","BF01_07","BF01_08","BF01_09","BF01_10","BF01_11","BF01_12","BF01_13","BF01_14","BF01_15","CP01_01","CP01_02","CP01_03","CP01_04","CP01_05","CP01_06","CP01_07","CP01_08","CP01_09","CP01_10","CP01_11","DD01_01","DD02","DD03","DD04","NA01_01","NA01_02","NA01_03","NA01_04","NA01_05","NA01_06","NA01_07","NA01_08","NA01_09","NA01_10","NA01_11","NA01_12","NA01_13","NA01_14","NA01_15","NA01_16","NA01_17","NA01_18","NP01_01","NP01_02","NP01_03","NP01_04","NP01_05","NP01_06","NP01_07","NP01_08","NP01_09","NP01_10","NP01_11","NP01_12","NP01_13","NP01_14","NP01_15","NP01_16","SE01_01","SE01_02","SE01_03","SE01_04","SE01_05","SE01_06","SE01_07","SE01_08","SE01_09","SE01_10","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI"
"106",284,NA,NA,"NARQ","interview",2024-11-18 13:02:42,4,4,2,1,2,2,2,2,1,2,3,2,4,4,3,3,3,1,1,1,1,3,2,1,1,4,20,2,2,1,4,2,2,2,5,1,3,2,2,2,1,1,2,1,2,2,1,4,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,1,2,3,1,1,2,1,1,4,13,25,52,72,37,85,31,29,344,NA,2024-11-18 13:08:26,1,0,8,8,0,0,1.32
"107",285,NA,NA,"NARQ","interview",2024-11-18 13:02:51,4,4,2,5,4,3,1,4,4,4,3,2,4,1,4,4,4,1,3,4,2,3,4,1,1,5,18,1,2,1,4,3,2,6,4,5,3,4,2,4,6,4,2,1,3,2,1,4,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,3,3,3,2,4,3,4,4,2,10,23,90,140,50,93,45,25,476,NA,2024-11-18 13:10:47,1,0,8,8,0,0,1.05
"108",287,NA,NA,"NARQ","interview",2024-11-18 13:02:58,2,5,3,3,2,4,2,3,3,3,5,5,5,3,4,2,2,2,1,1,2,2,2,1,1,4,19,1,1,3,3,3,2,2,5,1,3,2,1,1,2,1,1,1,2,2,1,6,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,3,2,3,3,2,2,3,-9,2,3,5,27,49,45,26,72,35,13,272,NA,2024-11-18 13:07:30,1,0,8,8,1,1,1.82
"109",288,NA,NA,"NARQ","interview",2024-11-18 13:03:28,3,4,2,5,3,3,2,4,2,2,4,2,5,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19,1,2,1,4,4,2,1,5,2,4,2,2,1,5,1,2,1,3,2,1,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,47,33,117,119,13,7,3,NA,339,NA,2024-11-18 13:09:07,0,0,7,7,50,50,1.66
"110",291,NA,NA,"NARQ","interview",2024-11-18 13:04:33,3,4,2,4,4,3,2,3,1,1,3,2,5,5,4,5,4,3,3,4,4,4,5,2,2,4,19,2,2,1,5,3,3,4,6,5,2,5,5,5,5,3,3,1,4,2,2,5,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,1,3,2,3,3,2,1,3,4,2,4,14,23,96,168,68,119,62,24,574,NA,2024-11-18 13:14:07,1,0,8,8,0,0,0.87
"111",292,NA,NA,"NARQ","interview",2024-11-18 13:04:47,4,3,3,5,5,3,3,2,3,2,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,4,4,3,3,6,2,3,3,1,1,4,3,1,1,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,17,51,65,NA,NA,NA,NA,138,NA,2024-11-18 13:07:05,0,0,4,4,0,0,1.77
"112",293,NA,NA,"NARQ","interview",2024-11-18 13:04:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,19,NA,2024-11-18 13:05:12,0,0,2,2,0,0,1.95
"113",296,NA,NA,"NARQ","interview",2024-11-18 13:05:16,5,5,5,5,2,1,3,4,5,3,2,5,4,2,2,2,2,1,2,2,3,2,3,1,3,5,20,2,1,1,3,2,3,1,3,1,2,1,1,1,2,1,1,1,2,1,3,1,1,1,1,2,2,2,1,2,1,1,2,-9,2,1,2,1,2,4,2,2,2,4,2,4,4,2,30,13,80,126,69,102,48,5,473,NA,2024-11-18 13:13:09,1,0,8,8,3,2,1.28
"114",298,NA,NA,"NARQ","interview",2024-11-18 13:05:26,2,5,1,4,4,4,2,3,4,2,4,2,5,2,3,4,4,2,2,1,1,3,4,1,2,4,18,1,2,1,4,2,3,1,6,4,3,5,2,3,5,2,2,1,5,5,1,5,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,4,2,3,4,1,2,4,1,1,4,14,19,55,299,45,88,41,17,578,NA,2024-11-18 13:15:05,1,0,8,8,0,0,1.15
"115",299,NA,NA,"NARQ","interview",2024-11-18 13:05:46,2,5,1,5,5,4,3,4,5,3,3,3,3,2,4,2,2,1,2,4,3,3,4,1,1,3,20,1,1,1,5,2,6,4,6,3,3,5,1,3,4,2,1,1,6,4,1,3,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,3,3,2,2,3,4,3,3,29,23,58,75,42,73,41,22,363,NA,2024-11-18 13:11:49,1,0,8,8,0,0,1.21
"116",300,NA,NA,"NARQ","interview",2024-11-18 13:06:04,3,4,2,5,4,5,2,1,4,4,3,2,4,4,3,3,3,2,2,2,2,3,2,1,1,4,19,1,1,1,2,3,1,1,6,3,4,3,2,2,5,2,1,1,3,3,1,4,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,3,2,4,3,1,1,3,4,2,4,4,21,57,71,38,83,43,9,326,NA,2024-11-18 13:11:30,1,0,8,8,0,0,1.71
"117",301,NA,NA,"NARQ","interview",2024-11-18 13:06:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,1467,NA,NA,NA,NA,NA,113,NA,2024-11-18 13:31:03,0,0,3,3,0,0,1.39
"118",302,NA,NA,"NARQ","interview",2024-11-18 13:06:18,3,4,2,3,2,3,2,2,2,3,4,4,4,4,4,3,3,3,2,2,2,4,4,3,3,3,27,1,2,5,5,4,4,1,6,1,4,4,1,1,1,1,1,1,6,4,1,5,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,3,3,3,4,1,1,4,2,2,3,18,9869,78,102,90,167,70,18,564,NA,2024-11-18 15:59:50,1,0,8,8,0,0,0.78
"119",306,NA,NA,"NARQ","interview",2024-11-18 13:09:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,NA,NA,NA,NA,NA,NA,33,NA,2024-11-18 13:09:44,0,0,2,2,0,0,0.98
"120",307,NA,NA,"NARQ","interview",2024-11-18 13:09:13,2,4,2,3,4,-9,1,4,1,3,4,3,3,4,5,3,3,4,2,2,1,5,4,3,1,5,22,1,2,3,6,4,5,2,6,3,3,4,1,1,2,1,2,1,5,5,3,5,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,1,3,3,1,1,4,3,1,4,11,18,78,118,80,131,54,13,503,NA,2024-11-18 13:17:36,1,0,8,8,3,2,1.07
"121",311,NA,NA,"NARQ","interview",2024-11-18 13:09:41,2,2,2,2,2,2,2,4,2,4,4,4,4,4,2,3,3,4,4,3,4,3,4,3,3,5,19,1,1,1,4,-9,3,3,4,3,4,4,3,3,4,4,4,3,4,4,3,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,2,3,3,7,16,19,11,10,44,7,19,133,NA,2024-11-18 13:11:54,1,0,8,8,1,1,2.35
"122",317,NA,NA,"NARQ","interview",2024-11-18 13:11:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,16,96761,NA,NA,NA,NA,NA,136,NA,2024-11-19 16:05:05,0,0,3,3,0,0,0.58
"123",318,NA,NA,"NARQ","interview",2024-11-18 13:11:59,4,4,4,3,2,2,1,2,2,2,4,4,5,4,3,3,3,3,1,1,1,3,2,1,1,5,18,1,2,1,3,3,3,2,6,2,3,3,1,3,3,2,3,1,5,3,1,3,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,21,95,144,49,86,NA,NA,419,NA,2024-11-18 13:18:58,0,0,6,6,0,0,0.96
"124",319,NA,NA,"NARQ","interview",2024-11-18 13:12:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,39,NA,NA,NA,NA,NA,NA,55,NA,2024-11-18 13:13:09,0,0,2,2,0,0,0.64
"125",320,NA,NA,"NARQ","interview",2024-11-18 13:12:23,4,4,4,5,5,3,4,2,5,2,3,4,4,3,5,4,4,-9,2,4,2,5,5,1,2,5,19,2,2,1,6,6,4,6,4,6,4,6,2,2,2,3,5,1,3,3,5,5,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,3,3,3,3,1,3,3,4,2,3,13,14,68,90,49,89,35,14,372,NA,2024-11-18 13:18:35,1,0,8,8,1,1,1.32
"126",321,NA,NA,"NARQ","interview",2024-11-18 13:13:37,4,4,5,5,5,2,3,2,4,1,3,1,5,2,4,2,2,2,1,2,2,1,3,1,1,3,20,1,2,1,3,1,1,1,4,1,3,1,1,1,2,1,1,1,1,1,1,4,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,2,2,3,2,2,3,4,2,3,22,25,59,64,39,81,56,21,367,NA,2024-11-18 13:19:44,1,0,8,8,0,0,1.2
"127",324,NA,NA,"NARQ","interview",2024-11-18 13:14:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,20,15926,NA,NA,NA,NA,NA,148,NA,2024-11-18 17:41:10,0,0,3,3,0,0,0.46
"128",329,NA,NA,"NARQ","interview",2024-11-18 13:15:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,9923,NA,NA,NA,NA,NA,105,NA,2024-11-18 16:00:54,0,0,3,3,0,0,1.64
"129",330,NA,NA,"NARQ","interview",2024-11-18 13:15:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,862,NA,NA,NA,NA,NA,121,NA,2024-11-18 13:30:20,0,0,3,3,0,0,0.76
"130",331,NA,NA,"NARQ","interview",2024-11-18 13:16:14,4,4,4,3,1,4,2,5,2,4,3,3,4,4,1,4,4,2,1,2,3,1,2,1,1,5,20,1,1,1,5,2,2,2,5,4,3,5,4,3,4,2,2,1,3,1,1,4,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,3,3,3,3,3,2,3,4,1,2,13,16,56,67,36,105,33,10,336,NA,2024-11-18 13:21:50,1,0,8,8,0,0,1.5
"131",332,NA,NA,"NARQ","interview",2024-11-18 13:16:19,5,3,1,2,3,2,3,2,1,1,3,2,3,4,2,3,2,1,2,1,1,4,3,1,1,3,18,1,1,1,2,2,2,3,4,2,2,2,1,1,1,1,3,1,1,1,2,3,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,3,2,2,3,2,3,3,9,20,62,94,43,113,61,13,415,NA,2024-11-18 13:23:14,1,0,8,8,1,1,1.24
"132",333,NA,NA,"NARQ","interview",2024-11-18 13:16:27,1,3,4,4,4,3,4,5,3,1,4,3,3,2,4,3,3,4,4,4,3,3,4,1,2,5,20,1,2,3,5,3,4,2,5,5,5,2,3,1,4,2,4,2,5,4,4,5,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,19,62,219,97,136,NA,NA,547,NA,2024-11-18 13:25:34,0,0,6,6,0,0,0.9
"133",334,NA,NA,"NARQ","interview",2024-11-18 13:16:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,15,NA,2024-11-18 13:16:55,0,0,2,2,0,0,2.38
"134",336,NA,NA,"NARQ","interview",2024-11-18 13:17:00,4,5,2,4,2,2,1,3,5,3,3,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,1,3,6,3,4,2,6,1,2,3,1,1,4,1,1,1,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,69,68,NA,NA,NA,NA,155,NA,2024-11-18 13:19:35,0,0,4,4,0,0,1.86
"135",338,NA,NA,"NARQ","interview",2024-11-18 13:17:33,5,3,4,3,3,1,3,3,4,3,3,2,3,3,3,2,2,3,1,3,2,2,3,1,1,1,21,1,2,1,3,1,2,2,4,3,3,4,4,2,4,2,4,1,2,2,1,3,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,3,3,3,2,3,3,3,3,3,1,21,124,142,86,200,116,14,704,NA,2024-11-18 13:29:17,1,0,8,8,1,1,1.09
"136",341,NA,NA,"NARQ","interview",2024-11-18 13:20:05,2,5,2,3,3,3,1,3,1,1,4,3,5,5,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19,2,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,23,89,4,3,4,2,4,134,NA,2024-11-18 13:22:19,1,0,8,8,75,75,2.42
"137",342,NA,NA,"NARQ","interview",2024-11-18 13:20:12,2,4,3,4,4,2,2,2,3,2,3,5,2,2,4,4,4,1,1,4,1,5,4,1,1,4,18,1,2,1,4,5,2,5,6,2,1,1,2,3,5,4,1,1,2,1,1,5,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,65,85,57,88,NA,NA,318,NA,2024-11-18 13:25:30,0,0,6,6,0,0,1.32
"138",344,NA,NA,"NARQ","interview",2024-11-18 13:23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,15,NA,NA,NA,NA,NA,NA,52,NA,2024-11-18 13:23:52,0,0,2,2,0,0,0.86
"139",345,NA,NA,"NARQ","interview",2024-11-18 13:23:04,5,5,4,4,4,2,3,5,-9,2,3,2,3,4,3,4,4,2,2,2,2,3,4,2,1,5,21,1,1,1,5,5,5,3,6,4,3,2,3,2,4,1,2,1,3,2,3,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,3,7,18,70,89,47,124,39,59,453,NA,2024-11-18 13:30:37,1,0,8,8,1,1,1.18
"140",347,NA,NA,"NARQ","interview",2024-11-18 13:26:00,3,4,4,4,3,4,2,1,2,2,5,4,4,4,4,4,4,3,2,2,2,2,3,1,1,4,20,1,2,1,5,2,3,1,3,2,4,5,2,3,3,1,2,2,5,4,3,4,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,2,3,2,3,3,2,2,3,4,3,3,46,21,92,177,100,175,105,63,779,NA,2024-11-18 13:38:59,1,0,8,8,0,0,0.62
"141",348,NA,NA,"NARQ","interview",2024-11-18 13:26:09,4,5,1,5,5,3,3,2,1,3,5,5,5,2,2,2,2,3,1,3,1,3,1,1,1,1,21,1,2,1,4,3,3,3,6,1,3,2,1,1,6,1,1,1,4,1,1,5,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,4,2,-9,3,1,2,3,3,2,3,7,31,31,41,32,45,30,5,222,NA,2024-11-18 13:29:51,1,0,8,8,3,2,2.17
"142",349,NA,NA,"NARQ","interview",2024-11-18 13:26:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,20,NA,NA,NA,NA,NA,NA,26,NA,2024-11-18 13:26:46,0,0,2,2,0,0,1.53
"143",350,NA,NA,"NARQ","interview",2024-11-18 13:26:27,1,5,1,5,5,2,1,1,1,1,5,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,20,47,74583,NA,NA,NA,NA,184,NA,2024-11-19 10:10:45,0,0,4,4,0,0,1.12
"144",351,NA,NA,"NARQ","interview",2024-11-18 13:26:44,3,4,3,3,5,3,4,2,4,1,3,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,19,77,30821,NA,NA,NA,NA,221,NA,2024-11-18 22:02:17,0,0,4,4,0,0,0.76
"145",352,NA,NA,"NARQ","interview",2024-11-18 13:27:00,3,3,1,2,2,5,2,2,2,3,5,3,5,4,5,5,5,2,3,2,2,2,3,1,2,3,21,2,1,1,5,4,3,2,1,1,5,4,1,3,2,2,1,1,3,4,1,5,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,3,1,3,3,1,1,3,3,1,4,2,12,125,96,51,100,79,3,468,NA,2024-11-18 13:34:48,1,0,8,8,1,1,1.58
"146",355,NA,NA,"NARQ","interview",2024-11-18 13:29:47,2,4,5,4,5,5,1,3,2,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,24,85,29808,NA,NA,NA,NA,231,NA,2024-11-18 21:48:37,0,0,4,4,0,0,0.72
"147",360,NA,NA,"NARQ","interview",2024-11-18 13:32:51,3,4,5,5,4,3,3,4,5,2,1,3,4,2,1,2,2,4,3,4,4,4,3,2,3,5,19,2,2,1,2,1,3,4,2,4,2,2,4,2,3,4,4,2,3,2,3,4,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,4,2,3,3,4,2,2,3,1,26,13,48,58,31,156,23,9,364,NA,2024-11-18 13:38:55,1,0,8,8,1,1,1.66
"148",361,NA,NA,"NARQ","interview",2024-11-18 13:32:58,2,1,1,1,2,3,1,1,3,1,5,3,5,4,5,1,1,1,1,1,1,1,1,1,1,1,18,1,1,3,4,2,3,4,6,1,1,4,1,1,3,1,1,1,6,1,1,5,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,3,2,3,3,4,2,3,4,3,4,3,19,102,80,37,85,54,19,399,NA,2024-11-18 13:39:38,1,0,8,8,0,0,1.43
"149",363,NA,NA,"NARQ","interview",2024-11-18 13:34:13,3,5,4,5,4,2,1,3,4,1,3,1,5,3,4,3,1,2,1,1,1,3,4,1,1,3,20,2,2,1,2,4,2,2,6,2,1,5,1,1,2,1,4,1,4,2,1,3,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,4,3,1,3,3,3,2,12,13,64,256,153,219,148,24,889,NA,2024-11-18 13:49:02,1,0,8,8,0,0,0.83
"150",364,NA,NA,"NARQ","interview",2024-11-18 13:37:33,1,4,2,4,3,5,-9,1,2,3,4,2,5,4,4,5,5,5,5,5,5,5,5,4,4,4,19,1,2,1,6,6,6,5,6,5,6,6,5,6,5,5,5,2,6,6,4,5,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,2,4,1,4,4,1,1,4,1,1,4,13,11,45,75,52,69,28,12,305,NA,2024-11-18 13:42:38,1,0,8,8,1,1,1.61
"151",365,NA,NA,"NARQ","interview",2024-11-18 13:37:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,161814,NA,NA,NA,NA,NA,113,NA,2024-11-20 10:34:50,0,0,3,3,0,0,1
"152",367,NA,NA,"NARQ","interview",2024-11-18 13:42:14,5,5,1,1,1,5,1,1,5,1,5,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,21,78,NA,NA,NA,NA,NA,107,NA,2024-11-18 13:44:01,0,0,3,3,0,0,1.22
"153",369,NA,NA,"NARQ","interview",2024-11-18 13:42:19,3,5,3,5,5,4,1,4,3,1,3,3,4,4,3,1,1,2,1,4,3,4,4,1,1,5,19,3,2,1,6,2,4,1,6,1,3,6,1,1,3,1,1,1,5,3,1,5,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,4,2,3,3,1,1,4,3,2,3,24,20,669,74,39,134,52,36,470,NA,2024-11-18 13:59:47,1,0,8,8,1,1,0.9
"154",375,NA,NA,"NARQ","interview",2024-11-18 13:46:03,1,3,1,5,1,5,3,4,2,2,3,1,5,4,4,5,5,3,4,2,3,5,5,1,2,5,20,1,2,1,6,3,3,3,6,1,5,6,3,2,6,3,1,1,4,5,1,5,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,4,3,3,4,1,3,4,2,2,3,7,13,48,67,51,96,47,11,340,NA,2024-11-18 13:51:43,1,0,8,8,1,1,1.54
"155",376,NA,NA,"NARQ","interview",2024-11-18 13:47:04,4,4,4,2,3,2,3,4,1,1,5,4,4,5,3,4,4,3,4,2,2,3,2,1,1,4,18,1,2,1,5,2,5,4,6,4,4,5,2,5,3,2,3,1,5,2,4,4,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,4,2,4,4,1,3,4,2,1,4,17,15,67,71,40,81,36,23,350,NA,2024-11-18 13:52:54,1,0,8,8,0,0,1.3
"156",379,NA,NA,"NARQ","interview",2024-11-18 13:56:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,18,6154,NA,NA,NA,NA,NA,116,NA,2024-11-18 15:39:04,0,0,3,3,0,0,0.97
